"CTY" "CLRS" "Shape.Reported" "State" "Time"
"6182" "Mt. Morris" "" "RECTANGLE" "NY" "9/15/1989 23:35"
"6192" "Pawling" "" "OVAL" "NY" "10/1/1989 20:00"
"6195" "Harrison" "" "OTHER" "NY" "10/7/1989 23:00"
"6228" "Dexter" "" "DISK" "NY" "11/15/1989 5:30"
"6253" "Cicero" "" "LIGHT" "NY" "12/22/1989 3:00"
"6274" "Plattsburg" "YELLOW" "LIGHT" "NY" "2/9/1990 2:30"
"6295" "Thornwood" "" "LIGHT" "NY" "4/15/1990 22:00"
"6305" "West Point" "" "TRIANGLE" "NY" "5/15/1990 20:00"
"6310" "South Fallsburg" "" "CIRCLE" "NY" "5/25/1990 10:00"
"6316" "Levitown" "RED" "DIAMOND" "NY" "6/1/1990 2:30"
"6328" "Cannon" "RED" "CHEVRON" "NY" "6/1/1990 21:00"
"6349" "Salem" "" "EGG" "NY" "6/23/1990 22:25"
"6354" "Carlisle" "" "FIREBALL" "NY" "6/30/1990 21:00"
"6359" "Lindenhurst" "" "TRIANGLE" "NY" "7/1/1990 5:30"
"6411" "Sponk" "" "" "NY" "8/15/1990 2:30"
"6436" "Campbell Hall" "RED" "TRIANGLE" "NY" "9/15/1990 21:00"
"6446" "Jamestown" "" "LIGHT" "NY" "10/1/1990 22:15"
"6451" "Endwell" "" "FORMATION" "NY" "10/15/1990 0:15"
"6501" "Scarsdale" "" "OTHER" "NY" "1/20/1991 3:00"
"6521" "Mahopac" "" "LIGHT" "NY" "4/1/1991 19:00"
"6533" "New York City" "" "CIRCLE" "NY" "5/1/1991 1:00"
"6536" "Massapequa" "" "OTHER" "NY" "5/1/1991 20:00"
"6559" "Whitestone" "" "DISK" "NY" "6/1/1991 13:00"
"6560" "Central Islip" "" "TRIANGLE" "NY" "6/1/1991 16:00"
"6570" "Canton" "BLUE" "LIGHT" "NY" "6/1/1991 23:30"
"6576" "Levittown" "" "CIRCLE" "NY" "6/10/1991 23:35"
"6590" "New York City" "" "OTHER" "NY" "6/23/1991 22:00"
"6597" "Newburgh" "" "DIAMOND" "NY" "6/30/1991 22:00"
"6599" "Cuba" "" "TRIANGLE" "NY" "7/1/1991 1:00"
"6601" "Mount Vernon" "BLUE" "DISK" "NY" "7/1/1991 14:00"
"6613" "Derby" "" "TRIANGLE" "NY" "7/9/1991 1:00"
"6639" "Selden" "" "LIGHT" "NY" "8/10/1991 20:30"
"6649" "New York City" "" "EGG" "NY" "8/24/1991 22:00"
"6651" "Canandaigua" "" "SPHERE" "NY" "8/28/1991 0:30"
"6666" "Groton" "" "TRIANGLE" "NY" "9/5/1991 22:00"
"6731" "New York City" "GREEN BLUE" "FIREBALL" "NY" "3/5/1992 0:00"
"6741" "Wantagh" "" "RECTANGLE" "NY" "4/1/1992 13:00"
"6755" "Hamburg" "" "DISK" "NY" "4/24/1992 4:30"
"6779" "New York City" "" "CIGAR" "NY" "6/1/1992 8:15"
"6791" "New York City" "" "LIGHT" "NY" "6/5/1992 13:00"
"6799" "Scarsdale" "" "" "NY" "6/15/1992 2:00"
"6816" "Conesus" "" "" "NY" "6/21/1992 21:00"
"6822" "Cortlandt Manor" "" "CIRCLE" "NY" "6/30/1992 0:00"
"6827" "Willsboro" "" "FIREBALL" "NY" "7/1/1992 1:00"
"6858" "New York City" "" "OVAL" "NY" "8/1/1992 0:00"
"6866" "Wilmington" "" "TRIANGLE" "NY" "8/5/1992 23:00"
"6898" "New York City" "" "TEARDROP" "NY" "9/12/1992 22:15"
"6929" "New York City" "" "DISK" "NY" "10/19/1992 14:00"
"6945" "New York City" "" "FORMATION" "NY" "11/18/1992 19:00"
"6948" "Yaphank" "" "FIREBALL" "NY" "11/24/1992 0:00"
"6949" "Yaphank" "" "OTHER" "NY" "11/24/1992 0:00"
"6961" "Huntington" "" "TRIANGLE" "NY" "1/1/1993 20:00"
"6962" "Ithaca" "" "OTHER" "NY" "1/10/1993 0:30"
"6965" "Ridge" "" "" "NY" "1/14/1993 4:00"
"6970" "Oliverea" "" "LIGHT" "NY" "1/20/1993 21:00"
"6983" "New York City" "" "LIGHT" "NY" "2/26/1993 5:00"
"7033" "Buffalo" "" "RECTANGLE" "NY" "5/24/1993 14:30"
"7038" "Wolcott" "" "" "NY" "6/1/1993 0:00"
"7048" "Newburgh" "" "DISK" "NY" "6/1/1993 17:00"
"7083" "Stony Brook" "" "CIRCLE" "NY" "6/15/1993 12:00"
"7105" "Rochester" "" "VARIOUS" "NY" "6/30/1993 10:00"
"7107" "no data" "" "TRIANGLE" "NY" "6/30/1993 18:00"
"7109" "New York City" "" "OTHER" "NY" "6/30/1993 20:00"
"7122" "New York City" "" "OTHER" "NY" "7/4/1993 3:00"
"7136" "Niagara Falls" "" "FORMATION" "NY" "7/12/1993 23:30"
"7160" "Frankfort" "" "DISK" "NY" "8/10/1993 21:00"
"7165" "Schuylerville" "" "SPHERE" "NY" "8/12/1993 22:00"
"7187" "Lackawanna" "" "TRIANGLE" "NY" "9/1/1993 21:00"
"7199" "Manchester" "" "DISK" "NY" "9/15/1993 3:00"
"7220" "Wanakah" "" "TRIANGLE" "NY" "10/27/1993 21:38"
"7221" "Bedford--Mt. Kisco" "RED" "TRIANGLE" "NY" "10/29/1993 21:30"
"7222" "Eden" "RED BLUE" "CIRCLE" "NY" "10/30/1993 23:00"
"7240" "Poughkeepsie" "" "" "NY" "12/5/1993 1:00"
"7276" "Canandaigua" "RED" "RECTANGLE" "NY" "2/27/1994 0:15"
"7279" "Albany" "" "RECTANGLE" "NY" "3/3/1994 0:00"
"7298" "Cortlandt Manor" "RED GREEN" "DISK" "NY" "4/1/1994 22:00"
"7321" "Oswego" "RED" "TRIANGLE" "NY" "4/25/1994 22:00"
"7327" "Phoenix" "" "" "NY" "5/5/1994 2:00"
"7331" "New York City" "" "CIRCLE" "NY" "5/11/1994 22:00"
"7414" "New York City" "ORANGE" "TRIANGLE" "NY" "6/30/1994 1:00"
"7419" "Copake" "" "LIGHT" "NY" "7/1/1994 1:00"
"7434" "New York City" "" "DISK" "NY" "7/11/1994 17:10"
"7460" "Corning" "" "TRIANGLE" "NY" "7/23/1994 1:00"
"7477" "New York City" "" "OVAL" "NY" "8/7/1994 22:00"
"7508" "New York City" "" "EGG" "NY" "8/25/1994 11:45"
"7509" "New York City" "" "EGG" "NY" "8/25/1994 12:00"
"7520" "New York City" "" "LIGHT" "NY" "9/1/1994 2:00"
"7527" "Wurtsboro" "" "CIRCLE" "NY" "9/14/1994 23:30"
"7533" "Kingston" "" "TRIANGLE" "NY" "9/15/1994 20:00"
"7548" "New York City" "" "DISK" "NY" "10/1/1994 13:13"
"7560" "Burnt Hills" "" "RECTANGLE" "NY" "10/10/1994 18:30"
"7565" "Schenectady" "" "OTHER" "NY" "10/12/1994 11:55"
"7571" "Stone Ridge" "" "OVAL" "NY" "10/15/1994 13:00"
"7574" "Ithaca" "RED GREEN" "LIGHT" "NY" "10/15/1994 18:00"
"7584" "Berkshire" "" "TRIANGLE" "NY" "10/17/1994 21:30"
"7589" "Stone Ridge" "" "TRIANGLE" "NY" "10/20/1994 20:30"
"7590" "Stone Ridge" "" "LIGHT" "NY" "10/20/1994 22:00"
"7619" "Coram" "" "OTHER" "NY" "11/15/1994 23:25"
"7643" "Sloatsburg" "" "" "NY" "12/23/1994 21:00"
"7651" "Oppenhium" "" "OVAL" "NY" "12/29/1994 23:10"
"7669" "Southampton" "" "LIGHT" "NY" "1/1/1995 23:00"
"7693" "Marion" "" "" "NY" "1/9/1995 3:30"
"7740" "Elbridge" "" "OTHER" "NY" "1/30/1995 6:35"
"7797" "Fair Oaks" "" "" "NY" "2/15/1995 4:40"
"7875" "Geneva" "" "LIGHT" "NY" "3/7/1995 15:00"
"8035" "Binghamton" "" "" "NY" "4/19/1995 21:44"
"8070" "Killawog" "RED YELLOW" "LIGHT" "NY" "5/1/1995 18:00"
"8076" "Amsterdam" "" "" "NY" "5/3/1995 4:05"
"8077" "Alden" "" "LIGHT" "NY" "5/3/1995 22:30"
"8080" "Huntington" "" "" "NY" "5/6/1995 14:00"
"8108" "Silver Beach" "" "" "NY" "5/14/1995 20:37"
"8118" "Claverack" "" "TRIANGLE" "NY" "5/15/1995 18:00"
"8119" "Killawog" "" "LIGHT" "NY" "5/15/1995 18:30"
"8124" "Rochester" "" "FLASH" "NY" "5/17/1995 21:05"
"8172" "Wilton" "" "LIGHT" "NY" "6/1/1995 2:00"
"8204" "Syracuse" "" "FORMATION" "NY" "6/3/1995 13:00"
"8214" "Albany" "" "OTHER" "NY" "6/6/1995 21:00"
"8222" "New York" "BLUE" "TRIANGLE" "NY" "6/10/1995 23:00"
"8267" "Croton Falls" "" "OVAL" "NY" "6/18/1995 0:35"
"8293" "Farmingdale" "" "" "NY" "6/24/1995 22:30"
"8301" "Endicott" "" "" "NY" "6/27/1995 21:30"
"8311" "Northport" "" "LIGHT" "NY" "6/30/1995 10:00"
"8320" "New York City" "" "CIRCLE" "NY" "7/1/1995 0:00"
"8333" "Pendleton" "" "OTHER" "NY" "7/2/1995 13:30"
"8415" "Buffalo" "" "DISK" "NY" "7/27/1995 3:00"
"8418" "Rochester" "RED GREEN" "" "NY" "7/27/1995 23:20"
"8519" "Appalachian" "" "LIGHT" "NY" "8/15/1995 1:00"
"8576" "Cheektowaga" "" "" "NY" "8/25/1995 0:30"
"8581" "Monticello" "" "" "NY" "8/25/1995 0:40"
"8582" "Monticello" "" "CIRCLE" "NY" "8/25/1995 0:40"
"8589" "Olean" "" "TRIANGLE" "NY" "8/25/1995 9:15"
"8626" "New York City" "" "" "NY" "9/2/1995 23:00"
"8656" "Orangeburg" "" "" "NY" "9/12/1995 23:50"
"8668" "Buffalo" "" "OTHER" "NY" "9/14/1995 21:45"
"8677" "New York City" "" "" "NY" "9/15/1995 22:00"
"8678" "New York City" "" "" "NY" "9/15/1995 22:05"
"8748" "Wantagh" "" "TRIANGLE" "NY" "10/1/1995 22:00"
"8770" "New York City" "RED" "" "NY" "10/11/1995 18:30"
"8774" "New York City" "" "LIGHT" "NY" "10/13/1995 6:30"
"8812" "Rochester" "" "DISK" "NY" "10/21/1995 22:00"
"8813" "Utica" "" "DISK" "NY" "10/21/1995 22:20"
"8849" "Albany" "" "" "NY" "11/3/1995 0:00"
"8892" "Merrick" "" "CHEVRON" "NY" "11/17/1995 21:00"
"8893" "Moriches" "" "OTHER" "NY" "11/17/1995 22:05"
"8896" "Sector 18" "GREEN" "" "NY" "11/17/1995 22:20"
"8962" "Geneva" "" "" "NY" "12/4/1995 22:16"
"8975" "Glen" "" "" "NY" "12/12/1995 22:30"
"8984" "New York City" "" "TRIANGLE" "NY" "12/18/1995 20:00"
"8996" "Indian Falls" "" "" "NY" "12/28/1995 4:35"
"9089" "Ithaca" "" "" "NY" "2/16/1996 21:45"
"9123" "Byron" "" "FORMATION" "NY" "3/1/1996 19:00"
"9154" "Appalachin" "" "DISK" "NY" "3/20/1996 19:00"
"9166" "Medford" "" "" "NY" "3/24/1996 19:25"
"9190" "Purchase" "" "TRIANGLE" "NY" "4/1/1996 23:00"
"9272" "Rochester" "" "TRIANGLE" "NY" "5/1/1996 1:00"
"9284" "New York City" "" "FIREBALL" "NY" "5/5/1996 20:00"
"9287" "New York City" "" "LIGHT" "NY" "5/6/1996 20:00"
"9288" "New York City" "" "LIGHT" "NY" "5/6/1996 20:00"
"9308" "Rochester" "ORANGE YELLOW" "" "NY" "5/13/1996 22:45"
"9356" "Long Island" "" "CIRCLE" "NY" "6/1/1996 13:00"
"9409" "Dundee" "" "CROSS" "NY" "6/15/1996 19:00"
"9464" "Lake George" "" "LIGHT" "NY" "7/1/1996 3:00"
"9483" "Goshen" "" "LIGHT" "NY" "7/4/1996 21:30"
"9525" "East Setauket" "" "OTHER" "NY" "7/31/1996 21:00"
"9535" "Canandaigua" "RED" "TRIANGLE" "NY" "8/1/1996 20:30"
"9556" "Cheektowaga" "" "DISK" "NY" "8/12/1996 13:00"
"9572" "Centerport" "" "CROSS" "NY" "8/15/1996 21:30"
"9576" "Plattsburg" "RED" "TRIANGLE" "NY" "8/15/1996 23:30"
"9628" "Madrid" "RED" "OTHER" "NY" "9/15/1996 22:00"
"9649" "New York City" "" "OVAL" "NY" "10/1/1996 8:00"
"9659" "New York City" "" "TRIANGLE" "NY" "10/6/1996 15:00"
"9660" "Fire Island" "" "OTHER" "NY" "10/6/1996 22:00"
"9728" "Bandy" "" "" "NY" "11/16/1996 22:00"
"9733" "New York City" "" "" "NY" "11/16/1996 23:10"
"9734" "Odessa" "" "" "NY" "11/16/1996 23:10"
"9739" "Watkins Glen" "GREEN" "" "NY" "11/16/1996 23:20"
"9743" "Big Flats" "" "" "NY" "11/17/1996 4:30"
"9871" "Eden" "" "LIGHT" "NY" "1/8/1997 19:00"
"9884" "Long Beach" "" "EGG" "NY" "1/15/1997 17:30"
"9925" "Randolph" "" "CIRCLE" "NY" "2/16/1997 3:00"
"9959" "New York City" "" "LIGHT" "NY" "3/10/1997 19:30"
"10054" "New York City" "" "OVAL" "NY" "3/14/1997 23:59"
"10085" "Unadilla" "" "LIGHT" "NY" "3/22/1997 21:30"
"10108" "Cobleskill" "ORANGE" "LIGHT" "NY" "3/30/1997 0:45"
"10135" "Hastings On Hudson" "" "TRIANGLE" "NY" "4/7/1997 21:07"
"10188" "New York City" "" "OTHER" "NY" "4/25/1997 0:00"
"10201" "Syracuse" "" "" "NY" "5/1/1997 23:00"
"10251" "Great River" "" "OVAL" "NY" "5/15/1997 21:00"
"10271" "North Tonawanda" "YELLOW" "TRIANGLE" "NY" "5/24/1997 22:15"
"10275" "Syracuse" "" "TRIANGLE" "NY" "5/25/1997 22:00"
"10282" "Central New York" "" "LIGHT" "NY" "5/28/1997 22:00"
"10283" "Canastota" "" "LIGHT" "NY" "5/28/1997 23:12"
"10285" "Hinckley" "" "LIGHT" "NY" "5/29/1997 19:00"
"10304" "Mt. Vernon" "" "LIGHT" "NY" "6/1/1997 8:00"
"10317" "Albany" "" "OTHER" "NY" "6/1/1997 21:00"
"10333" "White Plains" "" "OTHER" "NY" "6/4/1997 21:20"
"10334" "New York City" "" "DISK" "NY" "6/5/1997 16:00"
"10348" "New York" "" "OTHER" "NY" "6/10/1997 12:00"
"10351" "Rochester" "GREEN" "TRIANGLE" "NY" "6/10/1997 21:00"
"10374" "Middletown" "" "" "NY" "6/15/1997 2:30"
"10391" "Medford" "" "SPHERE" "NY" "6/15/1997 21:00"
"10422" "Holland Patent" "BLUE" "CIRCLE" "NY" "6/20/1997 21:00"
"10428" "Ticonderoga" "BLUE" "TRIANGLE" "NY" "6/21/1997 11:28"
"10445" "North Babylon" "" "TRIANGLE" "NY" "6/27/1997 20:00"
"10467" "New York City" "" "SPHERE" "NY" "7/1/1997 18:00"
"10468" "Kingston" "" "DISK" "NY" "7/1/1997 21:00"
"10591" "Allegany" "" "SPHERE" "NY" "7/15/1997 11:00"
"10598" "Deer Field" "RED" "CIRCLE" "NY" "7/15/1997 21:00"
"10623" "Bridgehampton" "" "TRIANGLE" "NY" "7/20/1997 20:00"
"10624" "Buffalo" "" "VARIOUS" "NY" "7/20/1997 22:00"
"10677" "New York City" "" "OTHER" "NY" "8/7/1997 17:07"
"10680" "East Rochester" "" "SPHERE" "NY" "8/8/1997 18:00"
"10682" "West Islip" "" "OTHER" "NY" "8/8/1997 22:00"
"10705" "Buffalo" "" "SPHERE" "NY" "8/15/1997 20:15"
"10729" "Kings Park" "GREEN" "OTHER" "NY" "8/22/1997 10:50"
"10798" "Rhinebeck" "" "TRIANGLE" "NY" "9/23/1997 20:00"
"10799" "Brewster" "" "TRIANGLE" "NY" "9/23/1997 22:30"
"10810" "Jefferson" "" "OTHER" "NY" "10/1/1997 3:00"
"10830" "Utica" "RED" "LIGHT" "NY" "10/5/1997 20:30"
"10845" "Buffalo" "" "OTHER" "NY" "10/13/1997 3:00"
"10849" "Syracuse" "" "" "NY" "10/14/1997 16:00"
"10859" "New York City" "" "CYLINDER" "NY" "10/15/1997 15:00"
"10919" "New York City" "" "LIGHT" "NY" "11/1/1997 22:00"
"10939" "Sodus" "" "CIGAR" "NY" "11/12/1997 0:03"
"10980" "Lockport" "" "SPHERE" "NY" "11/15/1997 4:00"
"10985" "Varysburg" "" "TRIANGLE" "NY" "11/15/1997 21:30"
"10996" "Oswego" "" "OTHER" "NY" "11/18/1997 14:36"
"11001" "Rock Hill" "" "TRIANGLE" "NY" "11/20/1997 18:00"
"11047" "Fort Ann" "" "OTHER" "NY" "12/10/1997 20:00"
"11100" "Coxsacke" "" "LIGHT" "NY" "1/1/1998 20:30"
"11106" "Hudson" "" "TRIANGLE" "NY" "1/5/1998 20:00"
"11109" "New York City" "" "DIAMOND" "NY" "1/7/1998 23:30"
"11128" "New York City" "" "FORMATION" "NY" "1/15/1998 1:00"
"11164" "Shirley" "" "DISK" "NY" "1/31/1998 20:00"
"11189" "Callicoon" "" "OVAL" "NY" "2/10/1998 21:00"
"11191" "Burdett" "" "OTHER" "NY" "2/11/1998 22:15"
"11228" "Ontario" "ORANGE" "DISK" "NY" "2/26/1998 19:09"
"11241" "Windham" "" "FORMATION" "NY" "3/1/1998 19:00"
"11291" "Northport" "" "LIGHT" "NY" "3/11/1998 20:10"
"11329" "Harriman State Park" "" "LIGHT" "NY" "3/20/1998 0:00"
"11348" "Westhampton" "" "" "NY" "3/26/1998 21:30"
"11356" "Clifton Park" "" "OTHER" "NY" "3/27/1998 23:00"
"11410" "Binghamton" "" "OTHER" "NY" "4/13/1998 7:00"
"11459" "Oneonta" "" "LIGHT" "NY" "4/23/1998 4:01"
"11485" "New York City" "" "TRIANGLE" "NY" "5/1/1998 18:30"
"11499" "New York City" "" "TRIANGLE" "NY" "5/8/1998 19:15"
"11514" "Rose" "" "TRIANGLE" "NY" "5/15/1998 0:00"
"11519" "New York City" "GREEN" "OVAL" "NY" "5/15/1998 20:00"
"11568" "Elmira" "" "TRIANGLE" "NY" "5/29/1998 23:30"
"11596" "New Rochelle" "" "LIGHT" "NY" "6/1/1998 20:00"
"11623" "Elba" "" "LIGHT" "NY" "6/6/1998 22:00"
"11631" "Watertown" "" "CIRCLE" "NY" "6/7/1998 23:00"
"11667" "Lancaster" "" "CIRCLE" "NY" "6/15/1998 14:00"
"11701" "Rochester" "" "CHEVRON" "NY" "6/20/1998 22:30"
"11729" "Penfield" "" "CIRCLE" "NY" "6/27/1998 22:40"
"11791" "Albany" "" "RECTANGLE" "NY" "7/8/1998 7:30"
"11795" "New York City" "" "DISK" "NY" "7/9/1998 21:30"
"11798" "New Rochelle" "" "CIGAR" "NY" "7/10/1998 15:00"
"11813" "Angola" "" "FORMATION" "NY" "7/12/1998 22:00"
"11830" "New York City" "" "OTHER" "NY" "7/15/1998 14:00"
"11847" "Pine Bush" "" "SPHERE" "NY" "7/16/1998 22:00"
"11862" "Hicksville" "" "EGG" "NY" "7/19/1998 11:30"
"11874" "Rochester" "" "OTHER" "NY" "7/21/1998 12:00"
"11893" "Ballston Spa" "GREEN BLUE" "OVAL" "NY" "7/26/1998 21:30"
"11896" "Southampton" "" "VARIOUS" "NY" "7/27/1998 3:00"
"11898" "Castle Creek" "" "CIRCLE" "NY" "7/27/1998 21:13"
"11910" "Binghamton" "RED" "SPHERE" "NY" "8/1/1998 0:00"
"11923" "Olean" "ORANGE" "LIGHT" "NY" "8/1/1998 22:30"
"11972" "Plainview" "BLUE" "LIGHT" "NY" "8/13/1998 19:45"
"11998" "New York City" "" "LIGHT" "NY" "8/15/1998 23:30"
"12005" "Darien" "" "TRIANGLE" "NY" "8/17/1998 22:30"
"12047" "West Islip" "" "OTHER" "NY" "8/28/1998 19:00"
"12054" "New York City" "" "OVAL" "NY" "9/1/1998 1:00"
"12072" "Freeport" "BLUE" "SPHERE" "NY" "9/3/1998 23:38"
"12076" "Hartsdale" "" "TRIANGLE" "NY" "9/4/1998 22:03"
"12113" "Niagara Falls" "GREEN" "FLASH" "NY" "9/14/1998 0:00"
"12116" "Grand Island" "" "SPHERE" "NY" "9/14/1998 21:30"
"12121" "Jamestown" "" "EGG" "NY" "9/15/1998 12:00"
"12123" "Varysburg" "RED" "SPHERE" "NY" "9/15/1998 18:00"
"12124" "New York City" "" "TRIANGLE" "NY" "9/15/1998 18:30"
"12183" "Schenectady" "GREEN" "SPHERE" "NY" "9/23/1998 4:50"
"12215" "Rochester" "" "SPHERE" "NY" "9/23/1998 23:20"
"12222" "New York City" "RED" "FIREBALL" "NY" "9/24/1998 22:30"
"12229" "Fire Island Pines" "" "CYLINDER" "NY" "9/25/1998 12:15"
"12243" "Mt. Vernon" "" "OVAL" "NY" "9/26/1998 9:30"
"12266" "Rochester" "ORANGE" "FIREBALL" "NY" "9/29/1998 20:15"
"12306" "Belmont" "" "CIRCLE" "NY" "10/4/1998 23:00"
"12330" "NYC" "" "TRIANGLE" "NY" "10/10/1998 20:30"
"12443" "Corfu" "" "TRIANGLE" "NY" "10/26/1998 18:05"
"12539" "Maybrook" "" "" "NY" "11/13/1998 1:30"
"12597" "New York City" "" "CIRCLE" "NY" "11/19/1998 3:00"
"12673" "Albany" "" "OVAL" "NY" "12/3/1998 18:15"
"12674" "Albany" "" "LIGHT" "NY" "12/3/1998 18:30"
"12711" "Manchester" "" "FIREBALL" "NY" "12/10/1998 3:19"
"12754" "Saratoga Springs" "" "SPHERE" "NY" "12/15/1998 17:00"
"12756" "Saratoga Lake" "" "VARIOUS" "NY" "12/15/1998 17:40"
"12783" "Utica" "" "LIGHT" "NY" "12/18/1998 19:27"
"12824" "Silver Springs" "ORANGE" "SPHERE" "NY" "12/28/1998 23:50"
"12831" "Burnt Hills" "ORANGE" "LIGHT" "NY" "12/31/1998 23:30"
"12854" "Stillwater" "" "VARIOUS" "NY" "1/4/1999 21:50"
"12917" "Olean" "" "FIREBALL" "NY" "1/15/1999 22:30"
"12940" "Sherburne" "" "OVAL" "NY" "1/23/1999 20:00"
"12974" "New York City" "" "OTHER" "NY" "2/2/1999 10:00"
"13055" "New York City" "" "LIGHT" "NY" "2/21/1999 1:30"
"13060" "New York City" "" "LIGHT" "NY" "2/22/1999 19:00"
"13078" "Congers" "" "OTHER" "NY" "2/24/1999 0:00"
"13086" "Elmira Heights" "" "RECTANGLE" "NY" "2/24/1999 22:30"
"13088" "Johnson City" "GREEN" "FIREBALL" "NY" "2/25/1999 10:40"
"13113" "Binghamton" "ORANGE" "FORMATION" "NY" "2/28/1999 21:02"
"13183" "New York City" "" "RECTANGLE" "NY" "3/13/1999 19:35"
"13195" "New York City" "" "CIRCLE" "NY" "3/15/1999 22:10"
"13200" "Moira" "RED" "LIGHT" "NY" "3/17/1999 19:30"
"13215" "Horseheads" "" "CHEVRON" "NY" "3/20/1999 20:15"
"13218" "Rome" "RED" "" "NY" "3/21/1999 0:55"
"13268" "Warrensburg" "" "RECTANGLE" "NY" "4/1/1999 20:00"
"13270" "New York City" "" "OTHER" "NY" "4/1/1999 23:00"
"13300" "Manhasset" "" "TRIANGLE" "NY" "4/8/1999 20:45"
"13309" "Saratoga Lake" "" "OVAL" "NY" "4/10/1999 21:50"
"13322" "New York City" "GREEN" "LIGHT" "NY" "4/14/1999 20:15"
"13359" "Plattsburgh" "" "LIGHT" "NY" "4/20/1999 21:45"
"13403" "Findley Lake" "" "CIRCLE" "NY" "4/30/1999 14:45"
"13411" "Northport" "" "" "NY" "5/1/1999 21:00"
"13447" "Cherry Grove" "" "VARIOUS" "NY" "5/7/1999 0:30"
"13461" "Spencer" "" "LIGHT" "NY" "5/10/1999 21:00"
"13462" "Forest Hills" "" "TRIANGLE" "NY" "5/10/1999 22:15"
"13470" "Potsdam" "" "SPHERE" "NY" "5/12/1999 20:55"
"13472" "Douglason" "YELLOW" "LIGHT" "NY" "5/12/1999 22:00"
"13498" "Central Islip" "" "OVAL" "NY" "5/16/1999 0:30"
"13570" "Vestal" "" "CYLINDER" "NY" "5/30/1999 20:20"
"13650" "Rochester" "GREEN" "OTHER" "NY" "6/8/1999 11:10"
"13664" "Sleepy Hollow" "" "CIRCLE" "NY" "6/10/1999 22:21"
"13672" "Wallkill" "" "TRIANGLE" "NY" "6/11/1999 22:40"
"13689" "Ontario" "" "" "NY" "6/14/1999 1:00"
"13710" "Great River" "" "DISK" "NY" "6/15/1999 20:00"
"13737" "New York City" "" "DISK" "NY" "6/18/1999 17:15"
"13738" "Vestal" "" "CYLINDER" "NY" "6/18/1999 20:17"
"13769" "Orchard Park" "" "DISK" "NY" "6/23/1999 4:21"
"13816" "Dannemora" "ORANGE" "" "NY" "7/1/1999 19:00"
"13825" "Charalton" "" "LIGHT" "NY" "7/1/1999 23:00"
"13848" "Lackawanna" "RED" "DIAMOND" "NY" "7/4/1999 21:30"
"13849" "Lackawanna" "RED" "OTHER" "NY" "7/4/1999 21:30"
"13915" "New York City" "" "LIGHT" "NY" "7/11/1999 4:30"
"13928" "Chautaqua Road" "" "EGG" "NY" "7/12/1999 23:17"
"13934" "New Rochelle" "" "CIRCLE" "NY" "7/13/1999 19:30"
"13941" "Deer Park" "" "DISK" "NY" "7/14/1999 23:00"
"13948" "Ontario" "" "SPHERE" "NY" "7/15/1999 3:30"
"13977" "Malta" "" "LIGHT" "NY" "7/18/1999 1:00"
"13989" "Pound Ridge" "" "SPHERE" "NY" "7/18/1999 22:30"
"14015" "Modena" "" "CIGAR" "NY" "7/23/1999 22:30"
"14042" "Vestal" "" "LIGHT" "NY" "7/26/1999 21:30"
"14064" "Dolgeville" "" "TRIANGLE" "NY" "7/28/1999 23:30"
"14077" "Cleveland" "" "CIGAR" "NY" "8/1/1999 15:00"
"14097" "Utica" "" "OVAL" "NY" "8/2/1999 18:15"
"14127" "New York City" "" "TRIANGLE" "NY" "8/7/1999 17:00"
"14132" "New York City" "" "OVAL" "NY" "8/8/1999 13:00"
"14171" "Bloominggrove" "" "" "NY" "8/12/1999 22:30"
"14226" "East Northport" "ORANGE" "FIREBALL" "NY" "8/15/1999 22:55"
"14227" "Montauk" "" "CIRCLE" "NY" "8/15/1999 23:00"
"14289" "Syracuse" "" "OTHER" "NY" "8/22/1999 6:00"
"14320" "Newburgh" "" "TRIANGLE" "NY" "8/27/1999 19:00"
"14326" "New York City" "" "SPHERE" "NY" "8/28/1999 11:45"
"14330" "New York City" "" "CIRCLE" "NY" "8/28/1999 22:00"
"14337" "Raquette Lake" "" "LIGHT" "NY" "8/30/1999 22:30"
"14338" "Raquette Lake, adirondack mts." "" "LIGHT" "NY" "8/30/1999 22:30"
"14345" "Hunter" "" "TRIANGLE" "NY" "8/31/1999 23:00"
"14349" "Willsboro" "" "CIRCLE" "NY" "9/1/1999 0:00"
"14438" "New York City" "" "TRIANGLE" "NY" "9/4/1999 20:00"
"14449" "Hudson River" "RED" "CIRCLE" "NY" "9/5/1999 4:20"
"14549" "Fort Edward" "" "TRIANGLE" "NY" "9/11/1999 21:30"
"14583" "Center Moriches" "" "LIGHT" "NY" "9/14/1999 20:00"
"14625" "New York City" "" "" "NY" "9/18/1999 1:00"
"14669" "New York" "" "LIGHT" "NY" "9/24/1999 19:30"
"14679" "Duanesburg" "" "LIGHT" "NY" "9/25/1999 22:00"
"14713" "New York City" "" "" "NY" "10/1/1999 17:00"
"14718" "Endicott" "" "FORMATION" "NY" "10/1/1999 21:30"
"14722" "Lewiston" "" "OTHER" "NY" "10/2/1999 12:00"
"14797" "Portville" "" "OVAL" "NY" "10/11/1999 20:15"
"14798" "Portville" "" "OVAL" "NY" "10/11/1999 20:15"
"14799" "Portville" "YELLOW" "OVAL" "NY" "10/11/1999 20:15"
"14800" "Portville" "YELLOW BLUE" "OVAL" "NY" "10/11/1999 20:15"
"14828" "Yonkers" "" "LIGHT" "NY" "10/14/1999 14:00"
