"CTY","CLRS","Shape.Reported","State","Time"
"Yaphank","","EGG","NY","8/28/2007 13:25"
"Wappingers Falls","","OVAL","NY","8/28/2007 22:00"
"Carle Place","","OVAL","NY","8/29/2007 21:00"
"Carle Place","","OVAL","NY","8/29/2007 21:00"
"Briarwood","","CIGAR","NY","9/1/2007 15:37"
"New York City","","","NY","9/7/2007 0:00"
"Buffalo","","OVAL","NY","9/8/2007 23:30"
"Ravena","","LIGHT","NY","9/12/2007 5:30"
"Ravena","","TEARDROP","NY","9/12/2007 5:30"
"Roseboom","","DISK","NY","9/13/2007 2:00"
"New York City","RED","LIGHT","NY","9/16/2007 1:40"
"Endicott","","TEARDROP","NY","9/16/2007 13:00"
"Bay Shore","","FORMATION","NY","9/17/2007 1:00"
"Rome","RED BLUE","RECTANGLE","NY","9/18/2007 5:00"
"Rensselaer","","VARIOUS","NY","9/19/2007 22:00"
"Bridgeport","","OTHER","NY","9/20/2007 18:50"
"Bayside","RED","TRIANGLE","NY","9/25/2007 22:15"
"Deer Park","","OTHER","NY","10/1/2007 21:00"
"Mount Vernon","","SPHERE","NY","10/3/2007 16:58"
"New York City","","CIGAR","NY","10/6/2007 4:00"
"Owego","","TRIANGLE","NY","10/10/2007 13:00"
"New York City","","LIGHT","NY","10/12/2007 5:30"
"New York City","","TEARDROP","NY","10/15/2007 18:00"
"Kingston","","LIGHT","NY","10/16/2007 15:00"
"Utica","","TRIANGLE","NY","10/16/2007 19:30"
"Sanborn","","","NY","10/21/2007 1:00"
"Castile","","TEARDROP","NY","10/21/2007 18:30"
"Williamsville","","TRIANGLE","NY","10/23/2007 11:30"
"Brentwood","","OVAL","NY","10/23/2007 13:30"
"New York City","","FORMATION","NY","10/24/2007 6:12"
"New York City","","LIGHT","NY","10/28/2007 5:00"
"Margaretville","","CIRCLE","NY","10/28/2007 23:15"
"Bedford","","TRIANGLE","NY","10/29/2007 20:53"
"Bolton","RED","FIREBALL","NY","10/30/2007 2:00"
"New York City","","OVAL","NY","10/30/2007 17:05"
"Highland","GREEN","FIREBALL","NY","10/31/2007 2:45"
"Middle Island","","FIREBALL","NY","10/31/2007 3:00"
"New York City","RED","CYLINDER","NY","11/3/2007 15:20"
"New Rochelle","","LIGHT","NY","11/4/2007 4:25"
"Goshen","","TRIANGLE","NY","11/7/2007 22:00"
"East Fishkill","","FLASH","NY","11/12/2007 16:38"
"Claverack","","CROSS","NY","11/14/2007 3:38"
"New York City","","FIREBALL","NY","11/17/2007 1:43"
"Rochester","","FIREBALL","NY","11/18/2007 3:30"
"Buffalo","","LIGHT","NY","11/18/2007 22:00"
"Huntington Station","","CIRCLE","NY","11/21/2007 0:55"
"New York City","","CIRCLE","NY","11/23/2007 4:30"
"New York City","","LIGHT","NY","11/23/2007 23:00"
"Islip","","FLASH","NY","11/26/2007 17:18"
"Mayville","","TEARDROP","NY","12/1/2007 9:00"
"Tupper Lake","","CIRCLE","NY","12/1/2007 9:30"
"Mayville","","TEARDROP","NY","12/1/2007 15:00"
"Jamaica","","OVAL","NY","12/9/2007 5:45"
"Albany","","CIGAR","NY","12/10/2007 19:00"
"Stony Point","","DISK","NY","12/11/2007 11:00"
"Elmhurst","","TRIANGLE","NY","12/14/2007 5:30"
"Flushing","RED","TRIANGLE","NY","12/21/2007 22:00"
"New York City","","","NY","12/24/2007 2:00"
"Byron","","","NY","1/9/2008 21:58"
"Lindenhurst","","CIRCLE","NY","1/10/2008 6:00"
"Poughkeepsie","","OTHER","NY","1/10/2008 20:05"
"Bergen","","FORMATION","NY","1/11/2008 6:00"
"Carmel","RED","OTHER","NY","1/11/2008 11:00"
"Riverhead","","","NY","1/16/2008 11:30"
"Newburgh","","TRIANGLE","NY","1/17/2008 6:04"
"New Hampton","RED YELLOW","CIRCLE","NY","1/18/2008 18:00"
"Brunswick","","","NY","1/18/2008 19:30"
"Riverhead","","CIRCLE","NY","1/18/2008 20:00"
"Newburgh","","OTHER","NY","1/21/2008 4:00"
"Clarence","","FIREBALL","NY","1/22/2008 6:46"
"Smithtown","","DISK","NY","1/23/2008 19:10"
"White Plains","","OVAL","NY","1/24/2008 17:00"
"Waddington","ORANGE","LIGHT","NY","1/24/2008 19:00"
"Briarwood","RED","CIRCLE","NY","1/27/2008 14:00"
"no data","","CIRCLE","NY","1/28/2008 17:55"
"Ballston Spa","","CIRCLE","NY","1/28/2008 18:20"
"Kings Park","","TRIANGLE","NY","1/30/2008 19:21"
"New York","","DISK","NY","1/31/2008 7:30"
"New York City","","CROSS","NY","2/2/2008 6:20"
"Islandia","","CIRCLE","NY","2/2/2008 13:00"
"New York City","","LIGHT","NY","2/7/2008 6:00"
"New York City","","","NY","2/7/2008 6:33"
"Rockaway Beach","","DIAMOND","NY","2/16/2008 3:35"
"Hastings On Hudson","YELLOW","SPHERE","NY","2/17/2008 1:20"
"St. James","","","NY","2/18/2008 1:30"
"Purdy","","EGG","NY","2/21/2008 19:30"
"Sayville","","LIGHT","NY","2/25/2008 9:00"
"Jericho","","OTHER","NY","2/25/2008 18:58"
"Mastic","","RECTANGLE","NY","2/26/2008 1:00"
"Washingtonville","","FIREBALL","NY","2/28/2008 19:30"
"Maybrook","ORANGE","DISK","NY","3/8/2008 19:30"
"Bergen","","CHEVRON","NY","3/10/2008 22:10"
"Black River","","SPHERE","NY","3/12/2008 0:00"
"Potsdam","","VARIOUS","NY","3/17/2008 20:45"
"Yonkers","","RECTANGLE","NY","3/17/2008 22:00"
"Cherry Valley","","SPHERE","NY","3/18/2008 21:00"
"Liverpool","","OVAL","NY","3/23/2008 8:30"
"Campbell Hall","","TRIANGLE","NY","3/24/2008 5:00"
"Hamlin","","SPHERE","NY","3/24/2008 20:07"
"Jamestown","YELLOW BLUE","LIGHT","NY","3/25/2008 23:00"
"Flushing","","CYLINDER","NY","3/30/2008 14:00"
"Sayville","RED GREEN","DISK","NY","3/30/2008 22:30"
"Mattituck","","TRIANGLE","NY","3/30/2008 22:45"
"New York City","","LIGHT","NY","4/2/2008 20:30"
"Glen Cove","","","NY","4/8/2008 22:45"
"Hague","RED GREEN","TRIANGLE","NY","4/10/2008 21:45"
"Commack","","LIGHT","NY","4/12/2008 21:20"
"Croghan","","FORMATION","NY","4/17/2008 20:30"
"Horseheads","RED GREEN","CIRCLE","NY","4/22/2008 21:40"
"Orchard Park","","VARIOUS","NY","4/23/2008 0:00"
"Riverhead","","CYLINDER","NY","4/23/2008 18:00"
"Thornwood","","LIGHT","NY","4/24/2008 19:49"
"Phelps","","CIGAR","NY","4/29/2008 14:30"
"Canton","","LIGHT","NY","5/3/2008 21:00"
"Levittown","BLUE","DISK","NY","5/4/2008 9:30"
"Dryden","","TRIANGLE","NY","5/6/2008 6:30"
"Kingston","","DIAMOND","NY","5/9/2008 3:25"
"Medina","ORANGE","VARIOUS","NY","5/15/2008 22:00"
"New York City","","LIGHT","NY","5/16/2008 1:55"
"Syracuse","","LIGHT","NY","5/20/2008 23:35"
"Johnson City","","LIGHT","NY","5/22/2008 19:50"
"North Merrick","RED","OVAL","NY","5/24/2008 0:00"
"Jamaica","","CIRCLE","NY","5/29/2008 0:00"
"Uniondale","","FLASH","NY","5/29/2008 11:00"
"Cold Spring","","LIGHT","NY","6/2/2008 10:30"
"Geneva","RED","LIGHT","NY","6/9/2008 1:30"
"Rhinebeck","","CIGAR","NY","6/10/2008 0:00"
"Rhinebeck","","CIGAR","NY","6/10/2008 7:37"
"Newburgh","","FLASH","NY","6/11/2008 7:35"
"pjs","","LIGHT","NY","6/14/2008 1:00"
"Dundee","","","NY","6/15/2008 3:00"
"New York City","","","NY","6/18/2008 10:30"
"New York City","","","NY","6/21/2008 18:45"
"Shoreham","","CIRCLE","NY","6/21/2008 22:30"
"New York City","","SPHERE","NY","6/23/2008 21:30"
"Long Lake","","LIGHT","NY","6/26/2008 0:00"
"Northport","","FORMATION","NY","6/26/2008 11:00"
"Dix Hills","","CIRCLE","NY","6/26/2008 23:30"
"Northport","","SPHERE","NY","6/28/2008 3:00"
"Auburn","","CIRCLE","NY","6/28/2008 20:50"
"Liberty","YELLOW","DISK","NY","6/29/2008 3:00"
"King Ferry","","OTHER","NY","6/30/2008 1:30"
"Highland","","TRIANGLE","NY","6/30/2008 3:00"
"Bohemia","BLUE","DISK","NY","6/30/2008 16:00"
"Mt. Sinai","","FIREBALL","NY","7/2/2008 19:50"
"New York City","","TRIANGLE","NY","7/3/2008 1:30"
"New York City","","SPHERE","NY","7/4/2008 12:23"
"Port Jefferson","ORANGE","SPHERE","NY","7/4/2008 22:15"
"New York City","","DISK","NY","7/5/2008 0:00"
"Guilderland","","CIRCLE","NY","7/5/2008 19:30"
"Eden","ORANGE BLUE","","NY","7/8/2008 9:40"
"New York City","","EGG","NY","7/9/2008 1:30"
"Green Island","","LIGHT","NY","7/10/2008 11:55"
"Glenmont","","SPHERE","NY","7/10/2008 17:30"
"Saint Johnsville","","TRIANGLE","NY","7/12/2008 0:00"
"Merrick","RED","OVAL","NY","7/15/2008 20:00"
"Buffalo","RED YELLOW","OVAL","NY","7/15/2008 21:30"
"Amagansett","","","NY","7/16/2008 11:00"
"Mumford","","CIGAR","NY","7/19/2008 14:00"
"Buffalo","","LIGHT","NY","7/20/2008 22:00"
"Buffalo","","RECTANGLE","NY","7/21/2008 2:00"
"Buffalo","","RECTANGLE","NY","7/24/2008 22:55"
"Bayside","","SPHERE","NY","7/25/2008 1:15"
"Fulton","","","NY","7/25/2008 2:45"
"Fulton","ORANGE","SPHERE","NY","7/26/2008 0:00"
"East Greenbush","RED","LIGHT","NY","7/26/2008 1:58"
"Seneca Falls","ORANGE","FIREBALL","NY","7/26/2008 9:30"
"Northville","","CIRCLE","NY","7/30/2008 22:30"
"Leeds","","DIAMOND","NY","7/31/2008 23:00"
"Kingston","","CIRCLE","NY","8/1/2008 21:30"
"Schenectady","","LIGHT","NY","8/2/2008 17:53"
"Oceanside","","OVAL","NY","8/2/2008 22:40"
"Long Beach","","OVAL","NY","8/3/2008 22:00"
"Westchester County","","LIGHT","NY","8/4/2008 21:45"
"Waverly","","LIGHT","NY","8/7/2008 22:15"
"Eden","","CIRCLE","NY","8/8/2008 0:00"
"Kingsbury","ORANGE","SPHERE","NY","8/8/2008 21:00"
"Altomont","ORANGE","CIRCLE","NY","8/8/2008 22:30"
"Hancock","","LIGHT","NY","8/9/2008 22:15"
"Seneca Falls","","LIGHT","NY","8/13/2008 20:35"
"Fort Drum","RED GREEN BLUE","TRIANGLE","NY","8/14/2008 0:25"
"Amherst","","OTHER","NY","8/15/2008 1:00"
"Newark Valley","","LIGHT","NY","8/16/2008 5:45"
"New York City","","DISK","NY","8/17/2008 12:00"
"Walden-Newburg","","CIRCLE","NY","8/17/2008 23:00"
"Buffalo","","CIRCLE","NY","8/21/2008 20:15"
"Cornu","RED GREEN","TRIANGLE","NY","8/21/2008 21:30"
"Chappaqua","","OTHER","NY","8/24/2008 20:32"
"Branchport","","FIREBALL","NY","8/24/2008 21:15"
"New York City","","VARIOUS","NY","8/25/2008 9:30"
"Johnson City","","OTHER","NY","8/25/2008 18:00"
"Athens","","TEARDROP","NY","8/25/2008 22:30"
"Johnson City","","CIGAR","NY","8/26/2008 16:30"
"Rochester","","FORMATION","NY","8/26/2008 21:15"
"Appalachin","","OVAL","NY","8/28/2008 6:38"
"Clay","","TRIANGLE","NY","8/29/2008 20:30"
"Williamsville","YELLOW","OTHER","NY","8/30/2008 19:40"
"Oriskany Falls","","FIREBALL","NY","8/30/2008 22:30"
"Lindenhurst","","LIGHT","NY","8/31/2008 2:25"
"Bohemia","","TRIANGLE","NY","8/31/2008 20:50"
"New York City","","","NY","8/31/2008 22:15"
"Montauk","RED","CIRCLE","NY","8/31/2008 23:15"
"Syracuse","RED","LIGHT","NY","9/1/2008 20:30"
"Vestal","","EGG","NY","9/2/2008 3:36"
"Buffalo","RED","LIGHT","NY","9/2/2008 11:19"
"Potsdam","","LIGHT","NY","9/2/2008 21:15"
"Pomona","","LIGHT","NY","9/6/2008 0:30"
"Pomona","","LIGHT","NY","9/7/2008 0:30"
"Lake Grove","","","NY","9/9/2008 3:00"
"Babylon","","","NY","9/14/2008 0:00"
"Syosset","","DISK","NY","9/14/2008 18:00"
"Canajoharie","","","NY","9/14/2008 18:58"
"Russell","","","NY","9/14/2008 22:25"
"DeKalb Junction","RED YELLOW","LIGHT","NY","9/16/2008 20:30"
"Flushing","","CIGAR","NY","9/19/2008 11:00"
"New York City","","CYLINDER","NY","9/19/2008 20:30"
"Chester","","","NY","9/20/2008 11:00"
"Lee Center","","LIGHT","NY","9/22/2008 20:00"
"Ronkonkoma","RED","FLASH","NY","9/23/2008 21:00"
"Merrick","","DISK","NY","10/1/2008 1:00"
"Middletown","","LIGHT","NY","10/2/2008 19:52"
"Monroe","RED","TRIANGLE","NY","10/2/2008 23:00"
"Schenectady","","LIGHT","NY","10/3/2008 8:13"
"New Paltz","","CIRCLE","NY","10/3/2008 11:00"
"Candor","","TRIANGLE","NY","10/3/2008 21:35"
"Victor","","SPHERE","NY","10/6/2008 22:00"
"Ronkonkoma","RED YELLOW GREEN","EGG","NY","10/7/2008 19:00"
"Schenectady","","TRIANGLE","NY","10/7/2008 23:00"
"Slingerlands","ORANGE","CIRCLE","NY","10/10/2008 2:00"
"Albany","","OVAL","NY","10/10/2008 6:00"
"Islip","","LIGHT","NY","10/12/2008 5:20"
"Syracuse","","CYLINDER","NY","10/12/2008 15:30"
"Boonville","RED","FORMATION","NY","10/14/2008 20:00"
"Liberty","","LIGHT","NY","10/15/2008 5:25"
"Ballston Lake","","OTHER","NY","10/15/2008 16:40"
"Cornwall","","DISK","NY","10/18/2008 8:05"
"Madrid","","LIGHT","NY","10/23/2008 20:30"
"Poughkeepsie","RED","CHEVRON","NY","10/23/2008 23:00"
"Chenango Forks","","CIRCLE","NY","10/28/2008 15:00"
"College Point","","TRIANGLE","NY","10/30/2008 8:00"
"New York City","ORANGE","SPHERE","NY","11/1/2008 19:00"
"Glenwood","","LIGHT","NY","11/2/2008 17:45"
"North Tonawanda","","LIGHT","NY","11/2/2008 20:00"
"Throop","","LIGHT","NY","11/6/2008 0:30"
"Latham","","SPHERE","NY","11/14/2008 4:28"
"Orchard Park","","OTHER","NY","11/14/2008 18:30"
"Grahamsville","","LIGHT","NY","11/17/2008 4:00"
"Stony Brook","","FLASH","NY","11/17/2008 17:30"
"Stony Brook","","SPHERE","NY","11/17/2008 18:00"
"Henrietta","","LIGHT","NY","11/19/2008 16:00"
"Bayside","","RECTANGLE","NY","11/19/2008 18:30"
"Huntington","","LIGHT","NY","11/28/2008 18:30"
"Oneonta","","","NY","11/30/2008 2:00"
"Brewerton","","DISK","NY","12/2/2008 21:00"
"Cheektowaga","","LIGHT","NY","12/4/2008 21:30"
"Buffalo","","TRIANGLE","NY","12/10/2008 23:05"
"Orchard Park","","SPHERE","NY","12/13/2008 15:45"
"Bethpage","","CIGAR","NY","12/14/2008 10:15"
"Plainview","","CIGAR","NY","12/14/2008 10:30"
"Kings Park","","","NY","12/15/2008 18:50"
"Syracuse","","","NY","12/16/2008 4:00"
"Middletown","","TRIANGLE","NY","12/16/2008 7:45"
"Seaford","","","NY","12/17/2008 23:00"
"Rochester","","OTHER","NY","12/24/2008 20:01"
"Hudson Falls","","CIGAR","NY","12/27/2008 13:19"
"Northport","","LIGHT","NY","12/29/2008 18:40"
"New York City","","DISK","NY","1/2/2009 23:15"
"Lake George","","FORMATION","NY","1/3/2009 9:00"
"East Norwich","GREEN","OVAL","NY","1/3/2009 23:35"
"New York City","","","NY","1/5/2009 20:30"
"New York City","","OTHER","NY","1/13/2009 4:20"
"Little Neck Bay","","VARIOUS","NY","1/13/2009 23:09"
"New Paltz","","LIGHT","NY","1/15/2009 20:00"
"Commack","GREEN","LIGHT","NY","1/15/2009 21:00"
"Rensselaer","","TRIANGLE","NY","1/16/2009 22:00"
"Deer Park","","DISK","NY","1/20/2009 2:26"
"Centereach","","DIAMOND","NY","1/21/2009 20:10"
"Armonk","","","NY","1/25/2009 20:38"
"West Shokan","","FIREBALL","NY","1/26/2009 16:30"
"Scarsdale","","DISK","NY","1/26/2009 19:30"
"Nassau","","LIGHT","NY","1/28/2009 20:00"
"Averill Park","","LIGHT","NY","1/28/2009 23:00"
"Yorktown Heights,","","CIRCLE","NY","2/3/2009 14:28"
"South New Belrin","RED BLUE","LIGHT","NY","2/3/2009 19:30"
"New York City","","DISK","NY","2/4/2009 12:00"
"Canandaigua","","","NY","2/4/2009 20:00"
"New York City","","FIREBALL","NY","2/6/2009 12:03"
"Watkins Glen","","LIGHT","NY","2/6/2009 20:00"
"Waterloo","","SPHERE","NY","2/8/2009 20:20"
"Syracuse","","LIGHT","NY","2/9/2009 6:20"
"New York City","","LIGHT","NY","2/13/2009 19:55"
"Oak Hill","","LIGHT","NY","2/13/2009 22:16"
"New Baltimore","BLUE","LIGHT","NY","2/16/2009 19:30"
"Rockland County","","OVAL","NY","2/17/2009 16:15"
"New York City","","LIGHT","NY","2/20/2009 5:10"
"Canandaigua","RED","","NY","2/21/2009 2:00"
"Astoria","","LIGHT","NY","2/21/2009 20:00"
"Shirley","","CIRCLE","NY","2/26/2009 12:00"
"Commack","ORANGE","DIAMOND","NY","2/27/2009 17:00"
"East Fishkill","","OVAL","NY","2/27/2009 23:30"
"Hudson Falls","ORANGE","SPHERE","NY","3/1/2009 14:23"
"Hartsdale","RED GREEN","TRIANGLE","NY","3/4/2009 18:55"
"Montauk","","OTHER","NY","3/7/2009 16:14"
"New York City","","LIGHT","NY","3/8/2009 19:30"
"Montgomery","","TRIANGLE","NY","3/10/2009 20:50"
"New York City","","DIAMOND","NY","3/12/2009 1:30"
"New York City","GREEN","LIGHT","NY","3/12/2009 21:00"
"Rochester","ORANGE","FIREBALL","NY","3/15/2009 0:30"
"Riverhead","YELLOW","OTHER","NY","3/15/2009 22:15"
"Star Lake","","","NY","3/17/2009 20:35"
"Vestal","","FORMATION","NY","3/22/2009 20:51"
"New York City","GREEN","","NY","3/31/2009 0:11"
"Woodside","","OVAL","NY","4/2/2009 11:30"
"Melbrook","","OTHER","NY","4/9/2009 3:20"
"New York City","","","NY","4/10/2009 2:23"
"Manhasset","","TRIANGLE","NY","4/19/2009 9:35"
"Salamanca","ORANGE","FIREBALL","NY","4/19/2009 20:55"
"New York City","","CYLINDER","NY","4/21/2009 9:05"
"Wading River","","FORMATION","NY","4/24/2009 20:00"
"Flushing","","DIAMOND","NY","4/25/2009 21:30"
"New York City","","CIRCLE","NY","4/26/2009 17:00"
"St. James","","CIRCLE","NY","4/28/2009 10:00"
"Endicott","","LIGHT","NY","5/9/2009 23:45"
"Tobay Beach","","CIRCLE","NY","5/10/2009 16:30"
"New Windsor","","CHEVRON","NY","5/11/2009 23:10"
"New York City","","LIGHT","NY","5/12/2009 21:18"
"Orangeburg","","TRIANGLE","NY","5/15/2009 15:00"
"New York City","","SPHERE","NY","5/20/2009 20:00"
"New York City","GREEN","SPHERE","NY","5/20/2009 20:00"
"Allegheny State Park","","OVAL","NY","5/20/2009 23:00"
"Harpersfield","","TEARDROP","NY","5/20/2009 23:00"
"Pennellville","","CIRCLE","NY","5/24/2009 22:00"
"Greenville","","","NY","5/30/2009 2:30"
"Pennellville","","CIRCLE","NY","6/1/2009 3:00"
"New York City","","RECTANGLE","NY","6/2/2009 19:30"
"Massapequa","","CYLINDER","NY","6/6/2009 17:00"
"Valley  Cottage","","CIRCLE","NY","6/6/2009 23:00"
"New York City","","FIREBALL","NY","6/7/2009 2:30"
"Westbury","BLUE","LIGHT","NY","6/12/2009 16:00"
"Cooperstown","","LIGHT","NY","6/12/2009 23:30"
"Huntington","BLUE","CIRCLE","NY","6/16/2009 17:00"
"Cornwall-on-Hudson","RED YELLOW","","NY","6/18/2009 21:40"
"New York City","","CIGAR","NY","6/19/2009 8:44"
"Saratoga","","OTHER","NY","6/19/2009 8:45"
"Rockville Center","","CIRCLE","NY","6/22/2009 8:45"
"New York City","","LIGHT","NY","6/23/2009 4:00"
"Morrisville","","OTHER","NY","6/24/2009 22:00"
"Morrisville","RED","CIGAR","NY","6/24/2009 22:30"
"Seaford","","SPHERE","NY","6/26/2009 22:50"
"New York","","EGG","NY","6/29/2009 0:15"
"Mt. Pleasant","","DISK","NY","6/30/2009 21:00"
"Fulton","","TRIANGLE","NY","7/1/2009 12:00"
"Patchogue","RED","LIGHT","NY","7/4/2009 23:00"
"Elmira","","DISK","NY","7/5/2009 20:45"
"New York City","","SPHERE","NY","7/6/2009 12:45"
"Elmira","","CIRCLE","NY","7/7/2009 20:45"
"Clarence","","RECTANGLE","NY","7/7/2009 21:30"
"Hudson Falls","","CIGAR","NY","7/8/2009 13:56"
"Queensbury","ORANGE","OVAL","NY","7/9/2009 22:15"
"New York City","","LIGHT","NY","7/9/2009 23:30"
"Frankfort","","CIRCLE","NY","7/10/2009 2:30"
"Greenwich","","LIGHT","NY","7/10/2009 21:00"
"Victor","","LIGHT","NY","7/11/2009 22:00"
"Highland","YELLOW","TRIANGLE","NY","7/15/2009 3:00"
"Gasport","","LIGHT","NY","7/16/2009 0:30"
"Pound Ridge","","OTHER","NY","7/18/2009 22:00"
"Levittown","","OVAL","NY","7/20/2009 21:30"
"Wellsburg","","FIREBALL","NY","7/22/2009 22:20"
"Oneonta","ORANGE","DISK","NY","7/24/2009 20:15"
"Old Forge","","CIRCLE","NY","7/27/2009 21:20"
"Old Forge","RED GREEN","CIRCLE","NY","7/27/2009 21:20"
"Old Forge","","CROSS","NY","7/27/2009 22:00"
"Lake Carmel","","FORMATION","NY","7/28/2009 4:45"
"Hamlin","ORANGE YELLOW","CIRCLE","NY","7/29/2009 20:00"
"New York City","RED","OVAL","NY","8/1/2009 0:10"
"Skaneateles","","CIRCLE","NY","8/2/2009 0:25"
"Leroy","","FORMATION","NY","8/2/2009 2:35"
"Allegany","","DISK","NY","8/5/2009 23:30"
"Johnson City","","TRIANGLE","NY","8/9/2009 23:00"
"New York City","","OVAL","NY","8/12/2009 2:00"
"Hilton","","SPHERE","NY","8/13/2009 1:30"
"New York City","","FIREBALL","NY","8/15/2009 9:32"
"Bainbridge","GREEN","TRIANGLE","NY","8/15/2009 22:00"
"Franklin","","VARIOUS","NY","8/16/2009 21:30"
"Franklin","YELLOW","VARIOUS","NY","8/16/2009 21:30"
"Perryville","","TRIANGLE","NY","8/19/2009 19:50"
"Freeport","","DIAMOND","NY","8/21/2009 19:00"
"New York City","","FIREBALL","NY","8/21/2009 21:40"
"Liverpool","","LIGHT","NY","8/22/2009 0:50"
"New York City","BLUE","LIGHT","NY","8/24/2009 23:00"
"Niagara Falls","","CIGAR","NY","8/27/2009 22:00"
"Albany","","DISK","NY","8/28/2009 15:26"
"New York City","","OTHER","NY","8/29/2009 16:00"
"Greenville","","CIRCLE","NY","8/30/2009 22:25"
"Skaneateles","","","NY","9/2/2009 5:40"
"North Babylon","","CIRCLE","NY","9/3/2009 19:30"
"Rochester","","CIRCLE","NY","9/5/2009 20:47"
"Lockport","","FLASH","NY","9/6/2009 23:00"
"Hamburg","","LIGHT","NY","9/8/2009 21:20"
"Hicksville","","LIGHT","NY","9/9/2009 20:10"
"Poughquag","","","NY","9/9/2009 20:15"
"Youngsville","","LIGHT","NY","9/10/2009 20:37"
"Port Byron","","CIGAR","NY","9/14/2009 23:00"
"Oneonta","","OVAL","NY","9/15/2009 15:00"
"Williamsville","","TRIANGLE","NY","9/17/2009 21:10"
"New Rochelle","","DIAMOND","NY","9/18/2009 19:31"
"Amagansett","","LIGHT","NY","9/19/2009 19:30"
"Shandanken","","LIGHT","NY","9/19/2009 19:30"
"Brookhaven Hamlet","","CIRCLE","NY","9/19/2009 19:45"
"Riverhead","","CONE","NY","9/19/2009 19:50"
"Troy","","","NY","9/19/2009 19:50"
"Glens Falls","","CIRCLE","NY","9/19/2009 19:52"
"Newburgh","","CONE","NY","9/19/2009 19:55"
"Farmingdale","","LIGHT","NY","9/19/2009 20:00"
"Forestburgh","","CIGAR","NY","9/19/2009 20:00"
"Marion","","LIGHT","NY","9/19/2009 20:00"
"McDonough","","LIGHT","NY","9/19/2009 20:00"
"Orangebury","","LIGHT","NY","9/19/2009 20:00"
"Fishers Island","","LIGHT","NY","9/19/2009 20:10"
"East Hampton","","CIRCLE","NY","9/19/2009 21:30"
"Highland","BLUE","OVAL","NY","9/20/2009 13:00"
"Wantagh","","LIGHT","NY","9/20/2009 20:00"
"New York City","","OTHER","NY","10/2/2009 6:40"
"New York City","","OTHER","NY","10/4/2009 15:30"
"Utica","","LIGHT","NY","10/4/2009 23:00"
"Hamlin","","LIGHT","NY","10/7/2009 5:15"
"Port Jefferson Station","","LIGHT","NY","10/8/2009 1:12"
"New York","","CIRCLE","NY","10/9/2009 9:00"
"New York City","","","NY","10/9/2009 19:30"
"Deer Park","ORANGE","OTHER","NY","10/11/2009 2:45"
"Troy","","CIRCLE","NY","10/13/2009 6:30"
"Syracuse","","CROSS","NY","10/14/2009 19:05"
"New York City","","OVAL","NY","10/14/2009 21:37"
"LaGrangeville","","CYLINDER","NY","10/15/2009 22:00"
"Poughkeepsie","","LIGHT","NY","10/17/2009 8:30"
"Buffalo","","CIGAR","NY","10/17/2009 14:00"
"Hyde Park","","SPHERE","NY","10/17/2009 21:00"
"Horseshoe Lake","RED","","NY","10/19/2009 19:30"
"Bath","","","NY","10/25/2009 7:07"
"Babylon","","FIREBALL","NY","10/26/2009 21:00"
"New York City","","CIRCLE","NY","10/30/2009 15:00"
"Liverpool","","CROSS","NY","11/2/2009 21:30"
"Whitney Point","","CIRCLE","NY","11/8/2009 19:05"
"Fulton","","DISK","NY","11/12/2009 3:00"
"Rochester","","LIGHT","NY","11/12/2009 6:05"
"Rochester","","LIGHT","NY","11/12/2009 18:30"
"Phoenix","","LIGHT","NY","11/13/2009 17:00"
"New York City","RED","OVAL","NY","11/15/2009 2:30"
"New York City","RED","OVAL","NY","11/15/2009 2:30"
"Auburn","","DISK","NY","11/15/2009 14:05"
"Brookhaven","RED","CHEVRON","NY","11/16/2009 0:00"
"Kerhonkson","","VARIOUS","NY","11/16/2009 20:00"
"Unadilla","RED BLUE","CROSS","NY","11/19/2009 5:00"
"New Rochelle","","FIREBALL","NY","11/21/2009 17:50"
"Bronxville","","LIGHT","NY","11/26/2009 18:30"
"Montgomery","","CROSS","NY","12/3/2009 18:00"
"Buffalo","","LIGHT","NY","12/4/2009 18:00"
"Preble","","LIGHT","NY","12/6/2009 18:57"
"Elmira","BLUE","VARIOUS","NY","12/8/2009 0:00"
"Wappingers Falls","","LIGHT","NY","12/10/2009 21:25"
"Hauppauge","","CIRCLE","NY","12/11/2009 5:50"
"Middlesex","RED","","NY","12/12/2009 18:00"
"Latham","","TRIANGLE","NY","12/12/2009 18:28"
"New York City","","CIRCLE","NY","12/12/2009 23:00"
"West Babylon","GREEN","DISK","NY","12/13/2009 23:25"
"New York City","","CROSS","NY","12/14/2009 20:30"
"Hampton Bays","","OTHER","NY","12/21/2009 19:50"
"New York City","","LIGHT","NY","12/29/2009 20:00"
"Glen Spey","","FLASH","NY","1/4/2010 2:40"
"New Paltz","","TRIANGLE","NY","1/5/2010 17:43"
"Southampton","","FORMATION","NY","1/7/2010 5:15"
"Buffalo","","LIGHT","NY","1/9/2010 21:30"
"Pomoma","","LIGHT","NY","1/14/2010 4:30"
"Gowanda","","FIREBALL","NY","1/20/2010 3:34"
"Poughkeepsie","","DISK","NY","1/20/2010 19:00"
"Rochester","","CIRCLE","NY","1/21/2010 18:05"
"Peekskill","","","NY","1/22/2010 23:20"
"Spencerport","","DISK","NY","2/4/2010 6:15"
"Hyde Park","","CIRCLE","NY","2/8/2010 0:00"
